id,docid,type,eid,entity,author_year,prov,is_correct,category,expectation
1363159,overlappingpdfs.132226.pdf.task,subfamily,TAXON_DOC_overlappingpdfs.132226.pdf.task_966_8_8,chasmocarcininae,"","{966,8,8,Chasmocarcininae}",,1,1
936377,overlappingpdfs.138761.pdf.task,family,TAXON_DOC_overlappingpdfs.138761.pdf.task_4385_27_27,tinamidae,"","{4385,27,27,Tinamidae}",,1,0.996
1223552,overlappingpdfs.132935.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.132935.pdf.task_531_19_19,anisoptera,"","{531,19,19,Anisoptera}",,1,1
1313932,overlappingpdfs.138601.pdf.task,family,TAXON_DOC_overlappingpdfs.138601.pdf.task_2690_3_3,drosophilidae,"","{2690,3,3,DROSOPHILIDAE}",,1,0.996
1363277,overlappingpdfs.1353.pdf.task,genus,TAXON_DOC_overlappingpdfs.1353.pdf.task_1027_14_14,iberosuchus,"","{1027,14,14,Iberosuchus}",,1,1
1226386,overlappingpdfs.132862.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.132862.pdf.task_289_7_7,allorisma,"","{289,7,7,Allorisma}",,1,0.987
1329353,overlappingpdfs.131508.pdf.task,species,TAXON_DOC_overlappingpdfs.131508.pdf.task_409_38_39,levitusia sublaevis,"","{409,38,39,""L. sublaevis""}",,1,1
1025286,overlappingpdfs.132216.pdf.task,family,TAXON_DOC_overlappingpdfs.132216.pdf.task_661_8_8,psittacosauridae,"","{661,8,8,PSITTACOSAURIDAE}",,1,0.914
1099918,overlappingpdfs.137289.pdf.task,informal,TAXON_DOC_overlappingpdfs.137289.pdf.task_1464_0_0,algae,"","{1464,0,0,Algae}",,1,1
1040250,overlappingpdfs.137776.pdf.task,species,TAXON_DOC_overlappingpdfs.137776.pdf.task_177_0_1,this manus,"","{177,0,1,""This manus""}",,1,0.995
1360361,overlappingpdfs.132745.pdf.task,genus,TAXON_DOC_overlappingpdfs.132745.pdf.task_851_0_0,columbia,"","{851,0,0,Columbia}",,1,1
1097351,overlappingpdfs.138613.pdf.task,family,TAXON_DOC_overlappingpdfs.138613.pdf.task_1135_6_6,heptageniidae,"","{1135,6,6,Heptageniidae}",,1,0.996
1339974,overlappingpdfs.132951.pdf.task,genus,TAXON_DOC_overlappingpdfs.132951.pdf.task_848_0_0,spathobatis,"","{848,0,0,Spathobatis}",,1,1
1412079,overlappingpdfs.138624.pdf.task,genus,TAXON_DOC_overlappingpdfs.138624.pdf.task_1006_2_2,bohemiproetus,"","{1006,2,2,Bohemiproetus}",,1,1
858649,overlappingpdfs.138318.pdf.task,genus,TAXON_DOC_overlappingpdfs.138318.pdf.task_4048_0_0,eirlysia,"","{4048,0,0,Eirlysia}",,1,1
1122545,overlappingpdfs.138170.pdf.task,genus,TAXON_DOC_overlappingpdfs.138170.pdf.task_228_34_34,eudyptes,"","{228,34,34,Eudyptes}",,1,1
1392325,overlappingpdfs.138540.pdf.task,species,TAXON_DOC_overlappingpdfs.138540.pdf.task_1435_20_21,moropus elatus,"","{1435,20,21,""M. elatus""}",,1,1
1179123,overlappingpdfs.138407.pdf.task,genus,TAXON_DOC_overlappingpdfs.138407.pdf.task_1457_12_12,mixodectes,"","{1457,12,12,Mixodectes}",,1,1
1091128,overlappingpdfs.138613.pdf.task,family,TAXON_DOC_overlappingpdfs.138613.pdf.task_4641_1_1,praeichneumonidae,"","{4641,1,1,Praeichneumonidae}",,1,0.996
1424700,overlappingpdfs.132526.pdf.task,genus,TAXON_DOC_overlappingpdfs.132526.pdf.task_84_3_3,wordieoceras,"","{84,3,3,Wordieoceras}",,1,0.987
1356743,overlappingpdfs.133122.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.133122.pdf.task_762_10_10,plesiosauria,"","{762,10,10,Plesiosauria}",,1,1
932299,overlappingpdfs.138761.pdf.task,genus,TAXON_DOC_overlappingpdfs.138761.pdf.task_2693_14_14,ichthyornis,"","{2693,14,14,Ichthyornis}",,1,1
1075919,overlappingpdfs.138388.pdf.task,family,TAXON_DOC_overlappingpdfs.138388.pdf.task_2014_9_9,triacanthidae,"","{2014,9,9,Triacanthidae}",,1,0.956
886135,overlappingpdfs.138129.pdf.task,genus,TAXON_DOC_overlappingpdfs.138129.pdf.task_872_35_35,glyptosaurus,"","{872,35,35,Glyptosaurus}",,1,1
1326460,overlappingpdfs.132893.pdf.task,genus,TAXON_DOC_overlappingpdfs.132893.pdf.task_290_0_0,tasbacka,"","{290,0,0,Tasbacka}",,1,0.999
814079,overlappingpdfs.138450.pdf.task,genus,TAXON_DOC_overlappingpdfs.138450.pdf.task_60_22_22,baena,"","{60,22,22,Baena}",,1,1
1092101,overlappingpdfs.133007.pdf.task,family,TAXON_DOC_overlappingpdfs.133007.pdf.task_539_10_10,mixotheriidae,"","{539,10,10,Mixotheriidae}",,1,1
1424202,overlappingpdfs.133442.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.133442.pdf.task_297_7_7,inoperna,"","{297,7,7,Inoperna}",,1,1
1266945,overlappingpdfs.132302.pdf.task,genus,TAXON_DOC_overlappingpdfs.132302.pdf.task_219_32_32,bothriospondylus,"","{219,32,32,Bothriospondylus}",,1,1
985155,overlappingpdfs.133060.pdf.task,genus,TAXON_DOC_overlappingpdfs.133060.pdf.task_15_0_0,mesaktoceras,"","{15,0,0,Mesaktoceras}",,1,1
1174636,overlappingpdfs.138393.pdf.task,genus,TAXON_DOC_overlappingpdfs.138393.pdf.task_1901_6_6,rutiodon,"","{1901,6,6,Rutiodon}",,1,1
938766,overlappingpdfs.139.pdf.task,family,TAXON_DOC_overlappingpdfs.139.pdf.task_557_26_26,scincidae,"","{557,26,26,Scincidae}",,1,0.996
1152051,overlappingpdfs.132483.pdf.task,genus,TAXON_DOC_overlappingpdfs.132483.pdf.task_377_3_3,antarctica,"","{377,3,3,Antarctica}",,1,1
881033,overlappingpdfs.132698.pdf.task,genus,TAXON_DOC_overlappingpdfs.132698.pdf.task_334_7_7,caviramus,"","{334,7,7,Caviramus}",,1,1
966110,overlappingpdfs.132397.pdf.task,order,TAXON_DOC_overlappingpdfs.132397.pdf.task_985_10_10,crocodyliformes,"","{985,10,10,Crocodyliformes}",,1,1
1157318,overlappingpdfs.137545.pdf.task,genus,TAXON_DOC_overlappingpdfs.137545.pdf.task_1110_0_0,monodon,"","{1110,0,0,Monodon}",,1,1
1035631,overlappingpdfs.137534.pdf.task,genus,TAXON_DOC_overlappingpdfs.137534.pdf.task_196_0_0,lithocosmus,"","{196,0,0,Lithocosmus}",,1,1
1272421,overlappingpdfs.132707.pdf.task,species,TAXON_DOC_overlappingpdfs.132707.pdf.task_266_1_2,clivosilingula elata,"","{266,1,2,""Clivosilingula elata""}",,1,1
1180361,overlappingpdfs.138519.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.138519.pdf.task_6246_5_5,mammalia,"","{6246,5,5,Mammalia}",,1,1
1122583,overlappingpdfs.138170.pdf.task,genus,TAXON_DOC_overlappingpdfs.138170.pdf.task_1955_13_13,eudyptes,"","{1955,13,13,Eudyptes}",,1,0.996
1048724,overlappingpdfs.138174.pdf.task,genus,TAXON_DOC_overlappingpdfs.138174.pdf.task_1153_0_0,ostrea,"","{1153,0,0,Ostrea}",,1,1
816697,overlappingpdfs.130847.pdf.task,genus,TAXON_DOC_overlappingpdfs.130847.pdf.task_488_1_1,mucrospirifer,"","{488,1,1,Mucrospirifer}",,1,1
1145039,overlappingpdfs.132134.pdf.task,genus,TAXON_DOC_overlappingpdfs.132134.pdf.task_741_11_11,china,"","{741,11,11,China}",,1,1
869942,overlappingpdfs.138465.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.138465.pdf.task_2821_0_0,kaibabella,"","{2821,0,0,Kaibabella}",,1,1
1284750,overlappingpdfs.132757.pdf.task,genus,TAXON_DOC_overlappingpdfs.132757.pdf.task_508_7_7,tulsa,"","{508,7,7,Tulsa}",,1,0.999
903799,overlappingpdfs.138709.pdf.task,genus,TAXON_DOC_overlappingpdfs.138709.pdf.task_2624_5_5,apternodus,"","{2624,5,5,Apternodus}",,1,1
996205,overlappingpdfs.138622.pdf.task,genus,TAXON_DOC_overlappingpdfs.138622.pdf.task_431_4_4,temnocyon,"","{431,4,4,Temnocyon}",,1,1
1131945,overlappingpdfs.132751.pdf.task,genus,TAXON_DOC_overlappingpdfs.132751.pdf.task_485_2_2,neseuretus,"","{485,2,2,Neseuretus}",,1,1
871586,overlappingpdfs.132197.pdf.task,genus,TAXON_DOC_overlappingpdfs.132197.pdf.task_400_14_14,valdosaurus,"","{400,14,14,Valdosaurus}",,1,1
1169078,overlappingpdfs.132608.pdf.task,genus,TAXON_DOC_overlappingpdfs.132608.pdf.task_18_29_29,gavialis,"","{18,29,29,Gavialis}",,1,0.999
927008,overlappingpdfs.138761.pdf.task,species,TAXON_DOC_overlappingpdfs.138761.pdf.task_2577_18_19,crypturellus noctivagus,"","{2577,18,19,""Crypturellus noctivagus""}",,1,0.996
1450115,overlappingpdfs.136991.pdf.task,genus,TAXON_DOC_overlappingpdfs.136991.pdf.task_49_28_28,dalmanella,"","{49,28,28,Dalmanella}",,1,1
817774,overlappingpdfs.138450.pdf.task,genus,TAXON_DOC_overlappingpdfs.138450.pdf.task_555_12_12,eubaena,"","{555,12,12,Eubaena}",,1,1
1203997,overlappingpdfs.133075.pdf.task,species,TAXON_DOC_overlappingpdfs.133075.pdf.task_577_6_7,charchaqia norini,"","{577,6,7,""C. norini""}",,1,1
1377711,overlappingpdfs.132534.pdf.task,genus,TAXON_DOC_overlappingpdfs.132534.pdf.task_214_8_8,kammerkarites,"","{214,8,8,Kammerkarites}",,1,1
1446454,overlappingpdfs.133080.pdf.task,genus,TAXON_DOC_overlappingpdfs.133080.pdf.task_319_5_5,arizona,"","{319,5,5,Arizona}",,1,0.996
1322851,overlappingpdfs.133102.pdf.task,superorder,TAXON_DOC_overlappingpdfs.133102.pdf.task_581_2_2,caudata,"","{581,2,2,Caudata}",,1,0.996
1093446,overlappingpdfs.138613.pdf.task,order,TAXON_DOC_overlappingpdfs.138613.pdf.task_267_4_4,protelytroptera,"","{267,4,4,Protelytroptera}",,1,0.996
1216364,overlappingpdfs.137210.pdf.task,class,TAXON_DOC_overlappingpdfs.137210.pdf.task_4819_1_1,brachiopoda,"","{4819,1,1,BRACHIOPODA}",,1,1
998264,overlappingpdfs.131694.pdf.task,species,TAXON_DOC_overlappingpdfs.131694.pdf.task_324_5_6,eucalyptocrinites caelatus,"","{324,5,6,""Eucalyptocrinites caelatus""}",,1,1
861530,overlappingpdfs.132895.pdf.task,genus,TAXON_DOC_overlappingpdfs.132895.pdf.task_266_8_8,eocoelia,"","{266,8,8,Eocoelia}",,1,1
932947,overlappingpdfs.132987.pdf.task,informal,TAXON_DOC_overlappingpdfs.132987.pdf.task_306_5_5,algae,"","{306,5,5,ALGAE}",,1,1
1271982,overlappingpdfs.132435.pdf.task,class,TAXON_DOC_overlappingpdfs.132435.pdf.task_1295_5_5,reptilia,"","{1295,5,5,Reptilia}",,1,0.996
1259129,overlappingpdfs.137213.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.137213.pdf.task_13237_3_3,protocardia,"","{13237,3,3,Protocardia}",,1,1
1412667,overlappingpdfs.132741.pdf.task,genus,TAXON_DOC_overlappingpdfs.132741.pdf.task_448_2_2,botellusoceras,"","{448,2,2,Botellusoceras}",,1,1
1113106,overlappingpdfs.139932.pdf.task,genus,TAXON_DOC_overlappingpdfs.139932.pdf.task_879_2_2,malluvium,"","{879,2,2,Malluvium}",,1,1
833533,overlappingpdfs.1373.pdf.task,species,TAXON_DOC_overlappingpdfs.1373.pdf.task_561_28_29,leptosuchus studeri,"","{561,28,29,""L. studeri""}",,1,1
1291162,overlappingpdfs.137935.pdf.task,genus,TAXON_DOC_overlappingpdfs.137935.pdf.task_2208_21_21,coleonyx,"","{2208,21,21,Coleonyx}",,1,1
1316461,overlappingpdfs.132185.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.132185.pdf.task_377_0_0,prosauropoda,"","{377,0,0,Prosauropoda}",,1,1
915168,overlappingpdfs.133071.pdf.task,genus,TAXON_DOC_overlappingpdfs.133071.pdf.task_811_17_17,prodeinotherium,"","{811,17,17,Prodeinotherium}",,1,1
1300535,overlappingpdfs.132756.pdf.task,species,TAXON_DOC_overlappingpdfs.132756.pdf.task_540_25_26,squalodon antwerpiensis,"","{540,25,26,""Squalodon antwerpiensis""}",,1,1
862153,overlappingpdfs.133092.pdf.task,genus,TAXON_DOC_overlappingpdfs.133092.pdf.task_614_8_8,aulacopleura,"","{614,8,8,Aulacopleura}",,1,1
1355199,overlappingpdfs.1353.pdf.task,species,TAXON_DOC_overlappingpdfs.1353.pdf.task_1324_3_4,simosuchus clarki,"","{1324,3,4,""Simosuchus clarki""}",,1,1
1388881,overlappingpdfs.137880.pdf.task,order,TAXON_DOC_overlappingpdfs.137880.pdf.task_640_13_13,crocodilia,"","{640,13,13,Crocodilia}",,1,1
962577,overlappingpdfs.1334.pdf.task,suborder,TAXON_DOC_overlappingpdfs.1334.pdf.task_559_5_5,crocodylia,"","{559,5,5,Crocodylia}",,1,0.996
1175764,overlappingpdfs.139044.pdf.task,genus,TAXON_DOC_overlappingpdfs.139044.pdf.task_363_37_37,thescelosaurus,"","{363,37,37,Thescelosaurus}",,1,1
1154701,overlappingpdfs.132623.pdf.task,genus,TAXON_DOC_overlappingpdfs.132623.pdf.task_469_15_15,vieira,"","{469,15,15,VIEIRA}",,1,1
962756,overlappingpdfs.132397.pdf.task,genus,TAXON_DOC_overlappingpdfs.132397.pdf.task_443_0_0,australosuchus,"","{443,0,0,Australosuchus}",,1,1
1077528,overlappingpdfs.132100.pdf.task,phylum,TAXON_DOC_overlappingpdfs.132100.pdf.task_539_5_5,echinodermata,"","{539,5,5,Echinodermata}",,1,1
880271,overlappingpdfs.133068.pdf.task,genus,TAXON_DOC_overlappingpdfs.133068.pdf.task_290_2_2,mysmenopsis,"","{290,2,2,Mysmenopsis}",,1,1
816069,overlappingpdfs.131549.pdf.task,species,TAXON_DOC_overlappingpdfs.131549.pdf.task_575_3_4,solenopora spongioides,"","{575,3,4,""Solenopora spongioides""}",,1,1
1381147,overlappingpdfs.135104.pdf.task,genus,TAXON_DOC_overlappingpdfs.135104.pdf.task_651_8_8,leptoplastides,"","{651,8,8,Leptoplastides}",,1,1
1129291,overlappingpdfs.132508.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.132508.pdf.task_273_0_0,amphissites,"","{273,0,0,Amphissites}",,1,1
902748,overlappingpdfs.138745.pdf.task,species,TAXON_DOC_overlappingpdfs.138745.pdf.task_3215_25_26,alostera saskatchewanensis,"","{3215,25,26,""Alostera saskatchewanensis""}",,1,0.953
1342887,overlappingpdfs.132524.pdf.task,genus,TAXON_DOC_overlappingpdfs.132524.pdf.task_9_3_3,hydrorion,"","{9,3,3,Hydrorion}",,1,1
1271418,overlappingpdfs.138424.pdf.task,order,TAXON_DOC_overlappingpdfs.138424.pdf.task_1506_3_3,dinocerata,"","{1506,3,3,Dinocerata}",,1,0.996
1045329,overlappingpdfs.136947.pdf.task,order,TAXON_DOC_overlappingpdfs.136947.pdf.task_626_46_46,mitrosagophora,"","{626,46,46,Mitrosagophora}",,1,1
1048559,overlappingpdfs.133027.pdf.task,genus,TAXON_DOC_overlappingpdfs.133027.pdf.task_224_2_2,taxocrinus,"","{224,2,2,Taxocrinus}",,1,0.967
1401466,overlappingpdfs.132767.pdf.task,genus,TAXON_DOC_overlappingpdfs.132767.pdf.task_327_29_29,mandasuchus,"","{327,29,29,Mandasuchus}",,1,1
1314992,overlappingpdfs.138601.pdf.task,family,TAXON_DOC_overlappingpdfs.138601.pdf.task_301_0_0,drosophilidae,"","{301,0,0,DROSOPHILIDAE}",,1,0.996
1414542,overlappingpdfs.132684.pdf.task,genus,TAXON_DOC_overlappingpdfs.132684.pdf.task_135_0_0,qingyaniola,"","{135,0,0,Qingyaniola}",,1,1
1249422,overlappingpdfs.130492.pdf.task,species,TAXON_DOC_overlappingpdfs.130492.pdf.task_274_4_5,champsosaurus laramiensis,"","{274,4,5,""C. laramiensis""}",,1,1
1287102,overlappingpdfs.137935.pdf.task,genus,TAXON_DOC_overlappingpdfs.137935.pdf.task_944_35_35,adriosaurus,"","{944,35,35,Adriosaurus}",,1,1
878263,overlappingpdfs.138384.pdf.task,genus,TAXON_DOC_overlappingpdfs.138384.pdf.task_3656_42_42,didymoconus,"","{3656,42,42,Didymoconus}",,1,0.994
1233990,overlappingpdfs.1377.pdf.task,genus,TAXON_DOC_overlappingpdfs.1377.pdf.task_176_7_7,xiangornis,"","{176,7,7,Xiangornis}",,1,1
927537,overlappingpdfs.132091.pdf.task,genus,TAXON_DOC_overlappingpdfs.132091.pdf.task_1042_31_31,nostolepis,"","{1042,31,31,Nostolepis}",,1,0.996
1445128,overlappingpdfs.138272.pdf.task,family,TAXON_DOC_overlappingpdfs.138272.pdf.task_1288_2_2,schuchertellidae,"","{1288,2,2,Schuchertellidae}",,1,1
1258905,overlappingpdfs.132096.pdf.task,genus,TAXON_DOC_overlappingpdfs.132096.pdf.task_1467_0_1,amelacanthus,"","{1467,0,1,Amelacanthus}",,1,0.999
1357784,overlappingpdfs.136473.pdf.task,genus,TAXON_DOC_overlappingpdfs.136473.pdf.task_174_0_0,jurassicorbula,"","{174,0,0,Jurassicorbula}",,1,1
872877,overlappingpdfs.132917.pdf.task,infraorder,TAXON_DOC_overlappingpdfs.132917.pdf.task_47_4_4,dicynodontia,"","{47,4,4,DICYNODONTIA}",,1,0.996
796521,overlappingpdfs.132958.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.132958.pdf.task_702_29_29,neosauropoda,"","{702,29,29,Neosauropoda}",,1,1
824632,overlappingpdfs.137396.pdf.task,species,TAXON_DOC_overlappingpdfs.137396.pdf.task_225_0_1,cynocercus incisus,"","{225,0,1,""Cynocercus incisus""}",,1,1
922138,overlappingpdfs.132091.pdf.task,species,TAXON_DOC_overlappingpdfs.132091.pdf.task_864_4_5,plegmolepis groenlandica,"","{864,4,5,""Plegmolepis groenlandica""}",,1,1
1372161,overlappingpdfs.132661.pdf.task,genus,TAXON_DOC_overlappingpdfs.132661.pdf.task_340_16_16,marginatia,"","{340,16,16,Marginatia}",,1,1
827516,overlappingpdfs.132874.pdf.task,genus,TAXON_DOC_overlappingpdfs.132874.pdf.task_819_6_6,navahopus,"","{819,6,6,Navahopus}",,1,1
927920,overlappingpdfs.132987.pdf.task,genus,TAXON_DOC_overlappingpdfs.132987.pdf.task_880_0_0,dasyporella,"","{880,0,0,Dasyporella}",,1,0.996
826260,overlappingpdfs.131563.pdf.task,genus,TAXON_DOC_overlappingpdfs.131563.pdf.task_123_28_28,pliomerina,"","{123,28,28,Pliomerina}",,1,1
1014733,overlappingpdfs.138644.pdf.task,genus,TAXON_DOC_overlappingpdfs.138644.pdf.task_2962_24_24,bolbomyia,"","{2962,24,24,Bolbomyia}",,1,0.996
1051711,overlappingpdfs.138174.pdf.task,family,TAXON_DOC_overlappingpdfs.138174.pdf.task_4614_6_6,corbulidae,"","{4614,6,6,Corbulidae}",,1,1
1137661,overlappingpdfs.138385.pdf.task,subfamily,TAXON_DOC_overlappingpdfs.138385.pdf.task_2758_13_13,thylacaelurinae,"","{2758,13,13,Thylacaelurinae}",,1,1
1447963,overlappingpdfs.132591.pdf.task,genus,TAXON_DOC_overlappingpdfs.132591.pdf.task_647_0_0,arizonasaurus,"","{647,0,0,Arizonasaurus}",,1,1
842755,overlappingpdfs.132883.pdf.task,genus,TAXON_DOC_overlappingpdfs.132883.pdf.task_1580_7_7,china,"","{1580,7,7,China}",,1,1
1314238,overlappingpdfs.131192.pdf.task,genus,TAXON_DOC_overlappingpdfs.131192.pdf.task_123_50_50,turritella,"","{123,50,50,Turritella}",,1,0.996
1310950,overlappingpdfs.138601.pdf.task,species,TAXON_DOC_overlappingpdfs.138601.pdf.task_2056_0_1,drosophila xiphophora,"","{2056,0,1,""Drosophila xiphophora""}",,1,1
950339,overlappingpdfs.130635.pdf.task,species,TAXON_DOC_overlappingpdfs.130635.pdf.task_205_16_17,ipciphyllum laosense,"","{205,16,17,""I. laosense""}",,1,1
864383,overlappingpdfs.138318.pdf.task,species,TAXON_DOC_overlappingpdfs.138318.pdf.task_2593_0_1,euconospira varizona,"","{2593,0,1,""Euconospira varizona""}",,1,1
1041471,overlappingpdfs.133097.pdf.task,species,TAXON_DOC_overlappingpdfs.133097.pdf.task_822_0_1,toliapina lawsoni,"","{822,0,1,""T. lawsoni""}",,1,1
953103,overlappingpdfs.138671.pdf.task,genus,TAXON_DOC_overlappingpdfs.138671.pdf.task_1820_0_0,megommation,"","{1820,0,0,Megommation}",,1,0.999
1008434,overlappingpdfs.138622.pdf.task,genus,TAXON_DOC_overlappingpdfs.138622.pdf.task_935_0_0,canis,"","{935,0,0,Canis}",,1,1
1103921,overlappingpdfs.1367.pdf.task,genus,TAXON_DOC_overlappingpdfs.1367.pdf.task_481_1_1,latimeria,"","{481,1,1,Latimeria}",,1,1
958972,overlappingpdfs.132397.pdf.task,species,TAXON_DOC_overlappingpdfs.132397.pdf.task_1043_0_1,dibothrosuchus elaphros,"","{1043,0,1,""Dibothrosuchus elaphros""}",,1,0.996
1122517,overlappingpdfs.131227.pdf.task,genus,TAXON_DOC_overlappingpdfs.131227.pdf.task_517_36_36,trigonirhynchia,"","{517,36,36,Trigonirhynchia}",,1,0.996
1112960,overlappingpdfs.138531.pdf.task,genus,TAXON_DOC_overlappingpdfs.138531.pdf.task_1539_5_5,theria,"","{1539,5,5,Theria}",,1,0.999
1372043,overlappingpdfs.132360.pdf.task,genus,TAXON_DOC_overlappingpdfs.132360.pdf.task_230_16_16,heteropis,"","{230,16,16,Heteropis}",,1,0.996
1153233,overlappingpdfs.133044.pdf.task,genus,TAXON_DOC_overlappingpdfs.133044.pdf.task_520_36_36,pesaiella,"","{520,36,36,Pesaiella}",,1,1
1269457,overlappingpdfs.132570.pdf.task,genus,TAXON_DOC_overlappingpdfs.132570.pdf.task_970_0_0,janenschia,"","{970,0,0,Janenschia}",,1,0.996
1225634,overlappingpdfs.130595.pdf.task,species,TAXON_DOC_overlappingpdfs.130595.pdf.task_1069_0_1,telothyris jauberti,"","{1069,0,1,""Telothyris jauberti""}",,1,0.999
1053371,overlappingpdfs.133052.pdf.task,genus,TAXON_DOC_overlappingpdfs.133052.pdf.task_479_47_47,halkyardia,"","{479,47,47,Halkyardia}",,1,1
933348,overlappingpdfs.138761.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.138761.pdf.task_4387_1_1,neognathae,"","{4387,1,1,Neognathae}",,1,1
1008785,overlappingpdfs.138859.pdf.task,genus,TAXON_DOC_overlappingpdfs.138859.pdf.task_760_15_15,palaeeudyptes,"","{760,15,15,Palaeeudyptes}",,1,0.994
928605,overlappingpdfs.138026.pdf.task,suborder,TAXON_DOC_overlappingpdfs.138026.pdf.task_1708_5_5,sirenia,"","{1708,5,5,Sirenia}",,1,1
1265615,overlappingpdfs.132283.pdf.task,phylum,TAXON_DOC_overlappingpdfs.132283.pdf.task_1637_12_12,mollusca,"","{1637,12,12,Mollusca}",,1,1
902079,overlappingpdfs.133094.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.133094.pdf.task_155_28_28,tremanotus,"","{155,28,28,Tremanotus}",,1,1
1166441,overlappingpdfs.139551.pdf.task,species,TAXON_DOC_overlappingpdfs.139551.pdf.task_34_0_1,chasmosaurus kaiseni,"","{34,0,1,""Chasmosaurus kaiseni""}",,1,1
966984,overlappingpdfs.138438.pdf.task,genus,TAXON_DOC_overlappingpdfs.138438.pdf.task_57_11_11,dyseohyus,"","{57,11,11,Dyseohyus}",,1,1
820780,overlappingpdfs.131592.pdf.task,species,TAXON_DOC_overlappingpdfs.131592.pdf.task_105_6_7,gobibaatar parvus,"","{105,6,7,""G. parvus""}",,1,1
995781,overlappingpdfs.138622.pdf.task,genus,TAXON_DOC_overlappingpdfs.138622.pdf.task_2283_16_16,cynodesmus,"","{2283,16,16,Cynodesmus}",,1,1
1148287,overlappingpdfs.131095.pdf.task,species,TAXON_DOC_overlappingpdfs.131095.pdf.task_334_11_12,solaster endeca,"","{334,11,12,""Solaster endeca""}",,1,0.999
1321314,overlappingpdfs.138877.pdf.task,genus,TAXON_DOC_overlappingpdfs.138877.pdf.task_2302_8_8,lagothrix,"","{2302,8,8,Lagothrix}",,1,1
1314531,overlappingpdfs.138601.pdf.task,order,TAXON_DOC_overlappingpdfs.138601.pdf.task_4659_8_8,diptera,"","{4659,8,8,Diptera}",,1,1
1080921,overlappingpdfs.138222.pdf.task,genus,TAXON_DOC_overlappingpdfs.138222.pdf.task_919_0_0,cimomia,"","{919,0,0,Cimomia}",,1,1
930606,overlappingpdfs.138761.pdf.task,genus,TAXON_DOC_overlappingpdfs.138761.pdf.task_619_2_2,ichthyornis,"","{619,2,2,Ichthyornis}",,1,1
1074291,overlappingpdfs.138678.pdf.task,genus,TAXON_DOC_overlappingpdfs.138678.pdf.task_2502_0_0,ctenoplectrella,"","{2502,0,0,Ctenoplectrella}",,1,1
1332419,overlappingpdfs.138632.pdf.task,suborder,TAXON_DOC_overlappingpdfs.138632.pdf.task_6829_7_7,tubulidentata,"","{6829,7,7,TUBULIDENTATA}",,1,0.993
877327,overlappingpdfs.138465.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.138465.pdf.task_1617_0_0,schizodus,"","{1617,0,0,Schizodus}",,1,1
1428025,overlappingpdfs.132224.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.132224.pdf.task_93_17_17,squalodon,"","{93,17,17,Squalodon}",,1,1
952564,overlappingpdfs.136444.pdf.task,subgenus,TAXON_DOC_overlappingpdfs.136444.pdf.task_57_12_12,pelagiella,"","{57,12,12,Pelagiella}",,1,0.996
1042276,overlappingpdfs.138755.pdf.task,species,TAXON_DOC_overlappingpdfs.138755.pdf.task_2540_3_4,discoscaphites gulosus,"","{2540,3,4,""D. gulosus""}",,1,1
1033031,overlappingpdfs.133475.pdf.task,unranked clade,TAXON_DOC_overlappingpdfs.133475.pdf.task_744_3_3,pterosauria,"","{744,3,3,Pterosauria}",,1,1
1368868,overlappingpdfs.132315.pdf.task,genus,TAXON_DOC_overlappingpdfs.132315.pdf.task_61_4_4,conchoraptor,"","{61,4,4,Conchoraptor}",,1,0.996
1377617,overlappingpdfs.132534.pdf.task,genus,TAXON_DOC_overlappingpdfs.132534.pdf.task_1029_8_9,euphyllites,"","{1029,8,9,Euphyllites}",,1,1
1397606,overlappingpdfs.138540.pdf.task,species,TAXON_DOC_overlappingpdfs.138540.pdf.task_482_18_19,moropus elatus,"","{482,18,19,""M. elatus""}",,1,1
1072152,overlappingpdfs.131.pdf.task,infraclass,TAXON_DOC_overlappingpdfs.131.pdf.task_981_4_4,theropoda,"","{981,4,4,Theropoda}",,1,0.996
1448226,overlappingpdfs.132555.pdf.task,family,TAXON_DOC_overlappingpdfs.132555.pdf.task_15_24_24,buchiolidae,"","{15,24,24,Buchiolidae}",,1,0.996
1126044,overlappingpdfs.132785.pdf.task,infraorder,TAXON_DOC_overlappingpdfs.132785.pdf.task_10_2_2,ancylopoda,"","{10,2,2,Ancylopoda}",,1,1
1382585,overlappingpdfs.138239.pdf.task,species,TAXON_DOC_overlappingpdfs.138239.pdf.task_2998_0_1,propachyrucos simpsoni,"","{2998,0,1,""Propachyrucos simpsoni""}",,1,1
1263525,overlappingpdfs.137213.pdf.task,genus,TAXON_DOC_overlappingpdfs.137213.pdf.task_14222_0_0,inocaulis,"","{14222,0,0,Inocaulis}",,1,1
