id,docid,type,eid1,eid2,entity1,entity2,is_correct
1537062,overlappingpdfs.138665.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138665.pdf.task_910_34_34,ROCK_DOC_overlappingpdfs.138665.pdf.task_910_22_22,mimeosaurus,djadokhta formation,t
1484958,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_188_33_33,ROCK_DOC_overlappingpdfs.138755.pdf.task_188_13_13,cucullaea,hornerstown formation,t
1451095,overlappingpdfs.132532.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132532.pdf.task_21_20_20,ROCK_DOC_overlappingpdfs.132532.pdf.task_21_24_25,ctenochelys,niobrara formation,t
1472568,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_87_88,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,sphagesaurus huenei,bauru group,t
1481905,overlappingpdfs.1395.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1395.pdf.task_961_3_3,ROCK_DOC_overlappingpdfs.1395.pdf.task_961_15_15,crocodylia,menefee formation,t
1478593,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_1660_6_6,ROCK_DOC_overlappingpdfs.1376.pdf.task_1660_12_13,dinosauria,anacleto formation,t
1521759,overlappingpdfs.132592.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132592.pdf.task_398_23_23,ROCK_DOC_overlappingpdfs.132592.pdf.task_398_10_11,wuguia,tugulu group,t
1495994,overlappingpdfs.132699.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132699.pdf.task_5_3_3,ROCK_DOC_overlappingpdfs.132699.pdf.task_5_11_11,sauropoda,morrison formation,t
1500222,overlappingpdfs.132298.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132298.pdf.task_734_15_16,ROCK_DOC_overlappingpdfs.132298.pdf.task_734_22_22,trilophosaurus jacobsi,chinle group,t
1464926,overlappingpdfs.132215.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132215.pdf.task_834_11_11,ROCK_DOC_overlappingpdfs.132215.pdf.task_834_15_17,pliosaurus,kimmeridge clay formation,t
1468600,overlappingpdfs.138761.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138761.pdf.task_3249_19_19,ROCK_DOC_overlappingpdfs.138761.pdf.task_3249_9_9,ichthyornis,niobrara formation,t
1535162,overlappingpdfs.131277.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131277.pdf.task_585_18_18,ROCK_DOC_overlappingpdfs.131277.pdf.task_585_8_9,clorinda,solvik formation,t
1469064,overlappingpdfs.138761.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138761.pdf.task_80_0_0,ROCK_DOC_overlappingpdfs.138761.pdf.task_80_11_11,ichthyornis,niobrara formation,t
1488861,overlappingpdfs.1336.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1336.pdf.task_346_12_12,ROCK_DOC_overlappingpdfs.1336.pdf.task_346_15_15,perikoala,etadunna formation,t
1505350,overlappingpdfs.132955.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132955.pdf.task_1323_34_34,ROCK_DOC_overlappingpdfs.132955.pdf.task_1323_10_10,reptilia,chinle group,t
1468864,overlappingpdfs.138761.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138761.pdf.task_844_29_29,ROCK_DOC_overlappingpdfs.138761.pdf.task_844_2_5,ichthyornis,smoky hill chalk member,t
1483521,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_121_25_25,ROCK_DOC_overlappingpdfs.133475.pdf.task_121_16_17,boreopterus,yixian formation,t
1466665,overlappingpdfs.1374.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1374.pdf.task_76_10_10,ROCK_DOC_overlappingpdfs.1374.pdf.task_76_14_15,crocodylus,koobi fora formation,t
1521916,overlappingpdfs.132185.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132185.pdf.task_600_5_5,ROCK_DOC_overlappingpdfs.132185.pdf.task_600_11_12,dinosauria,morrison formation,t
1499537,overlappingpdfs.138519.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138519.pdf.task_2628_20_20,ROCK_DOC_overlappingpdfs.138519.pdf.task_2628_41_42,aphelops,ash hollow formation,t
1474035,overlappingpdfs.138044.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138044.pdf.task_638_30_31,ROCK_DOC_overlappingpdfs.138044.pdf.task_638_22_23,bactrosaurus johnsoni,iren dabasu formation,t
1483317,overlappingpdfs.138526.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138526.pdf.task_58_0_1,ROCK_DOC_overlappingpdfs.138526.pdf.task_58_11_12,glyptops plicatulus,morrison formation,t
1491960,overlappingpdfs.136241.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136241.pdf.task_467_14_14,ROCK_DOC_overlappingpdfs.136241.pdf.task_467_31_32,ptychagnostus,jince formation,t
1486907,overlappingpdfs.132666.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132666.pdf.task_10_13_13,ROCK_DOC_overlappingpdfs.132666.pdf.task_10_25_25,trilophosaurus,trujillo formation,t
1537321,overlappingpdfs.138665.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138665.pdf.task_255_34_34,ROCK_DOC_overlappingpdfs.138665.pdf.task_255_29_29,isodontosaurus,djadokhta formation,t
1490045,overlappingpdfs.132963.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132963.pdf.task_39_24_25,ROCK_DOC_overlappingpdfs.132963.pdf.task_39_29_31,thrinaxodon brasiliensis,santa maria formation,t
1467253,overlappingpdfs.1341.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1341.pdf.task_46_3_3,ROCK_DOC_overlappingpdfs.1341.pdf.task_46_11_11,brachydelphis,pisco formation,t
1484639,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_188_33_33,ROCK_DOC_overlappingpdfs.138755.pdf.task_188_13_14,cucullaea,hornerstown formation,t
1481850,overlappingpdfs.138859.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138859.pdf.task_475_31_31,ROCK_DOC_overlappingpdfs.138859.pdf.task_475_25_26,delphinornis,la meseta formation,t
1483729,overlappingpdfs.138755.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138755.pdf.task_1884_1_1,ROCK_DOC_overlappingpdfs.138755.pdf.task_1884_20_21,sphenodiscus,hornerstown formation,t
1464770,overlappingpdfs.132725.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132725.pdf.task_167_0_1,ROCK_DOC_overlappingpdfs.132725.pdf.task_167_13_15,baptornis advenus,smoky hill chalk member,t
1477634,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_74_31_32,ROCK_DOC_overlappingpdfs.1376.pdf.task_74_6_6,argyrosaurus superbus,chubut group,t
1468568,overlappingpdfs.132275.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132275.pdf.task_152_12_12,ROCK_DOC_overlappingpdfs.132275.pdf.task_152_34_34,bulogites,qingyan formation,t
1522839,overlappingpdfs.132185.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132185.pdf.task_600_7_7,ROCK_DOC_overlappingpdfs.132185.pdf.task_600_11_11,sauropoda,morrison formation,t
1464802,overlappingpdfs.138709.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138709.pdf.task_1117_5_5,ROCK_DOC_overlappingpdfs.138709.pdf.task_1117_15_17,apternodus,white river formation,t
1491953,overlappingpdfs.136483.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136483.pdf.task_199_14_14,ROCK_DOC_overlappingpdfs.136483.pdf.task_199_8_8,ambocoelia,foreknobs formation,t
1472155,overlappingpdfs.131561.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131561.pdf.task_199_14_14,ROCK_DOC_overlappingpdfs.131561.pdf.task_199_8_8,ambocoelia,foreknobs formation,t
1450998,overlappingpdfs.132532.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132532.pdf.task_1296_3_3,ROCK_DOC_overlappingpdfs.132532.pdf.task_1296_2_2,toxochelys,niobrara formation,t
1472591,overlappingpdfs.132353.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132353.pdf.task_661_4_4,ROCK_DOC_overlappingpdfs.132353.pdf.task_661_13_13,apatosaurus,morrison formation,t
1451636,overlappingpdfs.132532.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132532.pdf.task_21_20_21,ROCK_DOC_overlappingpdfs.132532.pdf.task_21_24_25,ctenochelys stenoporus,niobrara formation,t
1477651,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_500_35_35,ROCK_DOC_overlappingpdfs.1376.pdf.task_500_27_27,argyrosaurus,chubut group,t
1476544,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_1343_3_3,ROCK_DOC_overlappingpdfs.1376.pdf.task_1343_22_22,epachthosaurus,chubut group,t
1476292,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_1343_8_8,ROCK_DOC_overlappingpdfs.1376.pdf.task_1343_16_17,sauropoda,bajo barreal formation,t
1478571,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_5841_14_14,ROCK_DOC_overlappingpdfs.138573.pdf.task_5841_21_23,cormohipparion,ash hollow formation,t
1513838,overlappingpdfs.132504.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132504.pdf.task_718_7_7,ROCK_DOC_overlappingpdfs.132504.pdf.task_718_11_11,caudata,morrison formation,t
1524624,overlappingpdfs.132899.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132899.pdf.task_19_16_16,ROCK_DOC_overlappingpdfs.132899.pdf.task_19_10_11,oryctocephalus,emigrant formation,t
1531838,overlappingpdfs.132.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132.pdf.task_552_21_21,ROCK_DOC_overlappingpdfs.132.pdf.task_552_14_16,siamosaurus,sao khua formation,t
1537263,overlappingpdfs.132458.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132458.pdf.task_573_41_42,ROCK_DOC_overlappingpdfs.132458.pdf.task_573_19_20,spalacolestes inconcinnus,cedar mountain formation,t
1537197,overlappingpdfs.138665.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138665.pdf.task_2866_24_25,ROCK_DOC_overlappingpdfs.138665.pdf.task_2866_10_12,phrynosomimus asper,barun goyot formation,t
1525582,overlappingpdfs.132657.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132657.pdf.task_17_34_35,ROCK_DOC_overlappingpdfs.132657.pdf.task_17_44_45,mesolyda sibirica,uda formation,t
1501154,overlappingpdfs.138519.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138519.pdf.task_2293_59_60,ROCK_DOC_overlappingpdfs.138519.pdf.task_2293_35_36,ustatochoerus profectus,ash hollow formation,t
1517208,overlappingpdfs.132757.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132757.pdf.task_66_9_9,ROCK_DOC_overlappingpdfs.132757.pdf.task_66_23_25,rotularia,lopez de bertodano formation,t
1484635,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_45_11_11,ROCK_DOC_overlappingpdfs.133475.pdf.task_45_22_22,eosipterus,yixian formation,t
1522018,overlappingpdfs.133102.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133102.pdf.task_24_7_8,ROCK_DOC_overlappingpdfs.133102.pdf.task_24_24_25,albanerpeton arthridion,antlers formation,t
1530146,overlappingpdfs.132960.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132960.pdf.task_403_22_22,ROCK_DOC_overlappingpdfs.132960.pdf.task_403_14_14,elaphrosaurus,morrison formation,t
1454029,overlappingpdfs.1390.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1390.pdf.task_84_0_0,ROCK_DOC_overlappingpdfs.1390.pdf.task_84_14_14,xiphactinus,niobrara formation,t
1472863,overlappingpdfs.131561.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131561.pdf.task_625_11_11,ROCK_DOC_overlappingpdfs.131561.pdf.task_625_0_0,cyrtospirifer,foreknobs formation,t
1477043,overlappingpdfs.1376.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1376.pdf.task_1343_10_10,ROCK_DOC_overlappingpdfs.1376.pdf.task_1343_22_22,titanosauria,chubut group,t
1530695,overlappingpdfs.132960.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132960.pdf.task_403_30_30,ROCK_DOC_overlappingpdfs.132960.pdf.task_403_14_15,torvosaurus,morrison formation,t
1471937,overlappingpdfs.132130.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132130.pdf.task_727_0_0,ROCK_DOC_overlappingpdfs.132130.pdf.task_727_6_7,carcharodon,capistrano formation,t
1537366,overlappingpdfs.138665.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138665.pdf.task_2866_24_25,ROCK_DOC_overlappingpdfs.138665.pdf.task_2866_10_11,phrynosomimus asper,barun goyot formation,t
1500726,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_1612_22_22,ROCK_DOC_overlappingpdfs.138393.pdf.task_1612_12_12,synorichthys,dockum group,t
1472327,overlappingpdfs.138438.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138438.pdf.task_342_2_2,ROCK_DOC_overlappingpdfs.138438.pdf.task_342_17_18,dyseohyus,punchbowl formation,t
1465425,overlappingpdfs.132196.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132196.pdf.task_57_9_9,ROCK_DOC_overlappingpdfs.132196.pdf.task_57_19_20,meiolaniidae,la colonia formation,t
1477183,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_3437_0_0,ROCK_DOC_overlappingpdfs.138573.pdf.task_3437_18_20,neohipparion,ash hollow formation,t
1468350,overlappingpdfs.138761.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138761.pdf.task_956_32_32,ROCK_DOC_overlappingpdfs.138761.pdf.task_956_56_59,ichthyornis,smoky hill chalk member,t
1461699,overlappingpdfs.132976.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132976.pdf.task_50_13_13,ROCK_DOC_overlappingpdfs.132976.pdf.task_50_3_4,acrophoca,bahia inglesa formation,t
1488727,overlappingpdfs.136629.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136629.pdf.task_1014_0_1,ROCK_DOC_overlappingpdfs.136629.pdf.task_1014_8_8,abatocrinus grandis,muldraugh formation,t
1501361,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_64_3_3,ROCK_DOC_overlappingpdfs.138393.pdf.task_64_48_49,ceratodus,dockum group,t
1524538,overlappingpdfs.133261.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133261.pdf.task_236_40_40,ROCK_DOC_overlappingpdfs.133261.pdf.task_236_2_2,lycoptera,jehol group,t
1522852,overlappingpdfs.133102.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133102.pdf.task_517_11_12,ROCK_DOC_overlappingpdfs.133102.pdf.task_517_8_8,albanerpeton arthridion,antlers formation,t
1494478,overlappingpdfs.131219.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131219.pdf.task_535_22_22,ROCK_DOC_overlappingpdfs.131219.pdf.task_535_8_8,sygcaulocrinus,maquoketa formation,t
1498023,overlappingpdfs.133070.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133070.pdf.task_790_8_8,ROCK_DOC_overlappingpdfs.133070.pdf.task_790_36_37,oudenodon,beaufort group,t
1466453,overlappingpdfs.132995.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132995.pdf.task_740_6_6,ROCK_DOC_overlappingpdfs.132995.pdf.task_740_12_13,mammalia,cloverly formation,t
1472766,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_95_96,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,sphagesaurus montealtensis,bauru group,t
1495811,overlappingpdfs.132699.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132699.pdf.task_1293_4_4,ROCK_DOC_overlappingpdfs.132699.pdf.task_1293_13_14,apatosaurus,morrison formation,t
1488724,overlappingpdfs.132764.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132764.pdf.task_797_8_8,ROCK_DOC_overlappingpdfs.132764.pdf.task_797_12_12,theropoda,antlers formation,t
1484427,overlappingpdfs.133475.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133475.pdf.task_51_12_13,ROCK_DOC_overlappingpdfs.133475.pdf.task_51_27_27,feilongus youngi,yixian formation,t
1537291,overlappingpdfs.138665.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138665.pdf.task_191_21_21,ROCK_DOC_overlappingpdfs.138665.pdf.task_191_13_13,bagaceratops,djadokhta formation,t
1465529,overlappingpdfs.138745.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138745.pdf.task_3784_59_59,ROCK_DOC_overlappingpdfs.138745.pdf.task_3784_53_53,zalambdalestes,djadokhta formation,t
1537390,overlappingpdfs.132458.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132458.pdf.task_686_3_3,ROCK_DOC_overlappingpdfs.132458.pdf.task_686_20_22,mammalia,cedar mountain formation,t
1465238,overlappingpdfs.138745.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138745.pdf.task_530_6_6,ROCK_DOC_overlappingpdfs.138745.pdf.task_530_23_23,dryolestoidea,morrison formation,t
1525619,overlappingpdfs.1353.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1353.pdf.task_1269_21_21,ROCK_DOC_overlappingpdfs.1353.pdf.task_1269_8_9,edentosuchus,tugulu group,t
1520250,overlappingpdfs.132531.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132531.pdf.task_735_4_4,ROCK_DOC_overlappingpdfs.132531.pdf.task_735_13_13,apatosaurus,morrison formation,t
1508731,overlappingpdfs.132527.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132527.pdf.task_1551_17_17,ROCK_DOC_overlappingpdfs.132527.pdf.task_1551_6_7,exaeretodon,santa maria formation,t
1529278,overlappingpdfs.132202.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132202.pdf.task_38_16_16,ROCK_DOC_overlappingpdfs.132202.pdf.task_38_40_40,archisargus,karabastau formation,t
1499802,overlappingpdfs.132463.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132463.pdf.task_462_16_16,ROCK_DOC_overlappingpdfs.132463.pdf.task_462_7_8,sinobaatar,jehol group,t
1524979,overlappingpdfs.132899.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132899.pdf.task_1054_0_0,ROCK_DOC_overlappingpdfs.132899.pdf.task_1054_5_5,eokochaspis,emigrant formation,t
1535309,overlappingpdfs.131277.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131277.pdf.task_484_20_20,ROCK_DOC_overlappingpdfs.131277.pdf.task_484_26_26,stricklandia,solvik formation,t
1472411,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_57_58,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,mariliasuchus robustus,bauru group,t
1497888,overlappingpdfs.133070.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133070.pdf.task_18_7_7,ROCK_DOC_overlappingpdfs.133070.pdf.task_18_14_15,tropidostoma,beaufort group,t
1474715,overlappingpdfs.132572.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132572.pdf.task_374_4_4,ROCK_DOC_overlappingpdfs.132572.pdf.task_374_14_15,psittacosaurus,yixian formation,t
1537226,overlappingpdfs.136991.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.136991.pdf.task_178_8_8,ROCK_DOC_overlappingpdfs.136991.pdf.task_178_17_18,hirnantia,kildare limestone formation,t
1487196,overlappingpdfs.132666.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132666.pdf.task_39_7_7,ROCK_DOC_overlappingpdfs.132666.pdf.task_39_14_14,trilophosaurus,chinle group,t
1478092,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_5776_0_1,ROCK_DOC_overlappingpdfs.138573.pdf.task_5776_12_13,cormohipparion occidentale,ash hollow formation,t
1465321,overlappingpdfs.138709.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138709.pdf.task_1117_5_5,ROCK_DOC_overlappingpdfs.138709.pdf.task_1117_15_16,apternodus,white river formation,t
1480710,overlappingpdfs.138859.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138859.pdf.task_804_18_18,ROCK_DOC_overlappingpdfs.138859.pdf.task_804_9_11,delphinornis,la meseta formation,t
1522329,overlappingpdfs.133102.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133102.pdf.task_30_21_21,ROCK_DOC_overlappingpdfs.133102.pdf.task_30_9_10,albanerpeton,cloverly formation,t
1528342,overlappingpdfs.132360.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132360.pdf.task_1058_5_6,ROCK_DOC_overlappingpdfs.132360.pdf.task_1058_15_15,opis triangulata,gualala formation,t
1517056,overlappingpdfs.133084.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133084.pdf.task_9_27_27,ROCK_DOC_overlappingpdfs.133084.pdf.task_9_31_31,kayentachelys,kayenta formation,t
1515485,overlappingpdfs.132570.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132570.pdf.task_492_23_23,ROCK_DOC_overlappingpdfs.132570.pdf.task_492_10_10,morosaurus,morrison formation,t
1477151,overlappingpdfs.138573.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138573.pdf.task_2553_0_0,ROCK_DOC_overlappingpdfs.138573.pdf.task_2553_13_15,hipparion,ash hollow formation,t
1520018,overlappingpdfs.132531.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132531.pdf.task_503_8_8,ROCK_DOC_overlappingpdfs.132531.pdf.task_503_12_13,saurischia,morrison formation,t
1453635,overlappingpdfs.132874.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132874.pdf.task_107_44_44,ROCK_DOC_overlappingpdfs.132874.pdf.task_107_22_22,otozoum,portland formation,t
1474421,overlappingpdfs.132572.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132572.pdf.task_46_4_4,ROCK_DOC_overlappingpdfs.132572.pdf.task_46_26_26,psittacosaurus,yixian formation,t
1488502,overlappingpdfs.132764.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132764.pdf.task_797_3_3,ROCK_DOC_overlappingpdfs.132764.pdf.task_797_12_12,deinonychus,antlers formation,t
1496599,overlappingpdfs.132069.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132069.pdf.task_298_30_30,ROCK_DOC_overlappingpdfs.132069.pdf.task_298_10_11,hirnantia,kildare limestone formation,t
1501588,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_319_23_23,ROCK_DOC_overlappingpdfs.138393.pdf.task_319_10_10,paleorhinus,dockum group,t
1513662,overlappingpdfs.131707.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131707.pdf.task_1014_0_1,ROCK_DOC_overlappingpdfs.131707.pdf.task_1014_8_8,abatocrinus grandis,muldraugh formation,t
1502687,overlappingpdfs.138393.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138393.pdf.task_971_13_13,ROCK_DOC_overlappingpdfs.138393.pdf.task_971_12_12,semionotus,chinle formation,t
1483268,overlappingpdfs.132216.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132216.pdf.task_807_7_8,ROCK_DOC_overlappingpdfs.132216.pdf.task_807_11_12,changchunsaurus parvus,quantou formation,t
1516568,overlappingpdfs.132630.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132630.pdf.task_711_2_2,ROCK_DOC_overlappingpdfs.132630.pdf.task_711_11_11,squamata,morrison formation,t
1487431,overlappingpdfs.132666.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132666.pdf.task_64_23_24,ROCK_DOC_overlappingpdfs.132666.pdf.task_64_37_38,trilophosaurus jacobsi,chinle group,t
1529421,overlappingpdfs.133414.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133414.pdf.task_644_0_0,ROCK_DOC_overlappingpdfs.133414.pdf.task_644_20_20,palaeontinodes,daohugou formation,t
1472813,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_149_149,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,goniopholis,bauru group,t
1472258,overlappingpdfs.132397.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132397.pdf.task_33_57_57,ROCK_DOC_overlappingpdfs.132397.pdf.task_33_2_2,mariliasuchus,bauru group,t
1470412,overlappingpdfs.132896.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132896.pdf.task_268_5_5,ROCK_DOC_overlappingpdfs.132896.pdf.task_268_13_13,stokesosaurus,morrison formation,t
1535399,overlappingpdfs.131277.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131277.pdf.task_585_21_21,ROCK_DOC_overlappingpdfs.131277.pdf.task_585_8_9,stricklandia,solvik formation,t
1472872,overlappingpdfs.138438.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.138438.pdf.task_342_39_40,ROCK_DOC_overlappingpdfs.138438.pdf.task_342_17_17,archaeohippus mourningi,punchbowl formation,t
1506783,overlappingpdfs.133445.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.133445.pdf.task_658_28_28,ROCK_DOC_overlappingpdfs.133445.pdf.task_658_9_9,titanosauridae,allen formation,t
1517906,overlappingpdfs.132473.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132473.pdf.task_1170_4_4,ROCK_DOC_overlappingpdfs.132473.pdf.task_1170_12_13,dinosauria,bauru group,t
1506562,overlappingpdfs.132293.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132293.pdf.task_205_22_22,ROCK_DOC_overlappingpdfs.132293.pdf.task_205_8_8,lepidotes,kota formation,t
1526357,overlappingpdfs.1353.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.1353.pdf.task_1269_21_21,ROCK_DOC_overlappingpdfs.1353.pdf.task_1269_8_8,edentosuchus,tugulu group,t
1461091,overlappingpdfs.132529.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132529.pdf.task_343_5_5,ROCK_DOC_overlappingpdfs.132529.pdf.task_343_23_24,dvinosauria,buena vista formation,t
1537383,overlappingpdfs.132458.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.132458.pdf.task_801_4_4,ROCK_DOC_overlappingpdfs.132458.pdf.task_801_12_13,gobiconodon,cloverly formation,t
1488305,overlappingpdfs.131.pdf.task,FORMATION,TAXON_DOC_overlappingpdfs.131.pdf.task_981_4_4,ROCK_DOC_overlappingpdfs.131.pdf.task_981_17_18,theropoda,morrison formation,t
