doc_id,id,mid1,mid2,word1,word2,rel,is_correct
AFP_ENG_20070109.0040.LDC2009T13,32561,AFP_ENG_20070109.0040.LDC2009T13_364_375,AFP_ENG_20070109.0040.LDC2009T13_354_363,hugo chavez,president,per:age,f
APW_ENG_20080511.0652.LDC2009T13,75833,APW_ENG_20080511.0652.LDC2009T13_334_345,APW_ENG_20080511.0652.LDC2009T13_324_333,hugo chavez,president,per:employee_or_member_of,f
AFP_ENG_20080711.0076.LDC2009T13,36720,AFP_ENG_20080711.0076.LDC2009T13_3718_3730,AFP_ENG_20080711.0076.LDC2009T13_3583_3594,fidel castro,raul castro,per:spouse,f
XIN_ENG_20080429.0143.LDC2009T13,59589,XIN_ENG_20080429.0143.LDC2009T13_291_302,XIN_ENG_20080429.0143.LDC2009T13_281_290,hugo chavez,president,per:schools_attended,f
APW_ENG_20071127.1058.LDC2009T13,217648,APW_ENG_20071127.1058.LDC2009T13_1970_1989,APW_ENG_20071127.1058.LDC2009T13_2012_2029,annette de la renta,oscar de la renta,per:siblings,f
AFP_ENG_20080512.0133.LDC2009T13,75697,AFP_ENG_20080512.0133.LDC2009T13_252_263,AFP_ENG_20080512.0133.LDC2009T13_242_251,hugo chavez,president,per:date_of_birth,f
APW_ENG_20070125.0254.LDC2009T13,341068,APW_ENG_20070125.0254.LDC2009T13_10156_10165,APW_ENG_20070125.0254.LDC2009T13_10020_10029,hu jintao,president,per:spouse,f
APW_ENG_20081209.1337.LDC2009T13,75943,APW_ENG_20081209.1337.LDC2009T13_1706_1718,APW_ENG_20081209.1337.LDC2009T13_1758_1767,barack obama,president,per:age,f
AFP_ENG_20080115.0021.LDC2009T13,88118,AFP_ENG_20080115.0021.LDC2009T13_247_259,AFP_ENG_20080115.0021.LDC2009T13_237_246,fidel castro,president,per:age,f
eng-WL-11-174598-12964778,191161,eng-WL-11-174598-12964778_84195_84207,eng-WL-11-174598-12964778_84285_84297,peggy lipton,quincy jones,per:parents,f
eng-WL-11-174595-12968424,8785,eng-WL-11-174595-12968424_17723_17735,eng-WL-11-174595-12968424_17799_17812,heidi montag,spencer pratt,per:parents,f
eng-WL-11-174595-12967955,245727,eng-WL-11-174595-12967955_321_336,eng-WL-11-174595-12967955_302_316,kevin federline,britney spears,per:other_family,f
XIN_ENG_20050522.0148.LDC2007T07,136436,XIN_ENG_20050522.0148.LDC2007T07_534_558,XIN_ENG_20050522.0148.LDC2007T07_524_533,akbar hashemi rafsanjani,president,per:siblings,f
APW_ENG_20071214.0492.LDC2009T13,75858,APW_ENG_20071214.0492.LDC2009T13_3885_3900,APW_ENG_20071214.0492.LDC2009T13_3908_3945,richard lindzen,massachusetts institute of technology,per:LOCATION_of_residence,f
XIN_ENG_20080303.0379.LDC2009T13,9016,XIN_ENG_20080303.0379.LDC2009T13_1381_1392,XIN_ENG_20080303.0379.LDC2009T13_1263_1272,hugo chavez,president,per:employee_or_member_of,f
eng-WL-11-174595-12967377,260962,eng-WL-11-174595-12967377_1291_1308,eng-WL-11-174595-12967377_1358_1370,jamie lynn spears,jamie spears,per:children,f
APW_ENG_20070317.0870.LDC2009T13,108859,APW_ENG_20070317.0870.LDC2009T13_1141_1153,APW_ENG_20070317.0870.LDC2009T13_1131_1140,alvaro uribe,president,per:employee_or_member_of,f
APW_ENG_20081124.0148.LDC2009T13,136583,APW_ENG_20081124.0148.LDC2009T13_295_306,APW_ENG_20081124.0148.LDC2009T13_285_294,hugo chavez,president,per:siblings,f
APW_ENG_20070215.1494.LDC2009T13,136459,APW_ENG_20070215.1494.LDC2009T13_658_663,APW_ENG_20070215.1494.LDC2009T13_728_737,fidel,president,per:LOCATION_of_birth,f
eng-WL-11-174643-13000465,108906,eng-WL-11-174643-13000465_409_420,eng-WL-11-174643-13000465_435_447,chris ivery,ellen pompeo,per:title,f
AFP_ENG_20070725.0013.LDC2009T13,185575,AFP_ENG_20070725.0013.LDC2009T13_302_316,AFP_ENG_20070725.0013.LDC2009T13_292_301,george w. bush,president,per:children,f
AFP_ENG_20071102.0245.LDC2009T13,121924,AFP_ENG_20071102.0245.LDC2009T13_263_277,AFP_ENG_20071102.0245.LDC2009T13_253_262,george w. bush,president,per:LOCATION_of_death,f
NYT_ENG_20080226.0154.LDC2009T13,127,NYT_ENG_20080226.0154.LDC2009T13_381_392,NYT_ENG_20080226.0154.LDC2009T13_301_310,hugo chavez,president,per:siblings,f
APW_ENG_20071120.1290.LDC2009T13,53013,APW_ENG_20071120.1290.LDC2009T13_2793_2805,APW_ENG_20071120.1290.LDC2009T13_2896_2905,bill clinton,president,per:LOCATION_of_death,f
AFP_ENG_20070328.0708.LDC2009T13,297321,AFP_ENG_20070328.0708.LDC2009T13_513_525,AFP_ENG_20070328.0708.LDC2009T13_637_648,fidel castro,raul castro,per:spouse,f
AFP_ENG_20080106.0023.LDC2009T13,36386,AFP_ENG_20080106.0023.LDC2009T13_1962_1976,AFP_ENG_20080106.0023.LDC2009T13_1952_1961,george w. bush,president,per:age,f
XIN_ENG_20070611.0350.LDC2009T13,75972,XIN_ENG_20070611.0350.LDC2009T13_3037_3051,XIN_ENG_20070611.0350.LDC2009T13_3027_3036,omar al-bashir,president,per:origin,f
LTW_ENG_20070203.0110.LDC2009T13,136453,LTW_ENG_20070203.0110.LDC2009T13_3445_3460,LTW_ENG_20070203.0110.LDC2009T13_3474_3482,bill richardson,governor,per:LOCATION_of_death,f
APW_ENG_20071020.0496.LDC2009T13,26864,APW_ENG_20071020.0496.LDC2009T13_1421_1440,APW_ENG_20071020.0496.LDC2009T13_1411_1420,mahmoud ahmadinejad,president,per:LOCATION_of_residence,f
eng-WL-11-174595-12968558,95777,eng-WL-11-174595-12968558_25126_25138,eng-WL-11-174595-12968558_25143_25154,benji madden,sophie monk,per:other_family,f
AFP_ENG_20070109.0040.LDC2009T13,32589,AFP_ENG_20070109.0040.LDC2009T13_364_375,AFP_ENG_20070109.0040.LDC2009T13_354_363,hugo chavez,president,per:employee_or_member_of,f
NYT_ENG_20071025.0259.LDC2009T13,169517,NYT_ENG_20071025.0259.LDC2009T13_3738_3749,NYT_ENG_20071025.0259.LDC2009T13_3775_3783,mitt romney,governor,per:schools_attended,f
APW_ENG_20071211.1546.LDC2009T13,59400,APW_ENG_20071211.1546.LDC2009T13_6086_6099,APW_ENG_20071211.1546.LDC2009T13_6129_6143,vikram pandit,morgan stanley,per:schools_attended,f
APW_ENG_20070221.0483.LDC2009T13,305959,APW_ENG_20070221.0483.LDC2009T13_1222_1241,APW_ENG_20070221.0483.LDC2009T13_1212_1221,mahmoud ahmadinejad,president,per:religion,f
APW_ENG_20071020.0496.LDC2009T13,26707,APW_ENG_20071020.0496.LDC2009T13_1421_1440,APW_ENG_20071020.0496.LDC2009T13_1411_1420,mahmoud ahmadinejad,president,per:LOCATION_of_birth,f
eng-WL-11-174595-12968416,306068,eng-WL-11-174595-12968416_8810_8821,eng-WL-11-174595-12968416_8826_8839,joel madden,nicole richie,per:title,f
APW_ENG_20080328.0718.LDC2009T13,289439,APW_ENG_20080328.0718.LDC2009T13_214_225,APW_ENG_20080328.0718.LDC2009T13_204_213,raul castro,president,per:age,f
APW_ENG_20081208.0368.LDC2009T13,285075,APW_ENG_20081208.0368.LDC2009T13_2180_2192,APW_ENG_20081208.0368.LDC2009T13_2163_2172,barack obama,president,per:origin,f
APW_ENG_20080417.0678.LDC2009T13,266046,APW_ENG_20080417.0678.LDC2009T13_4830_4833,APW_ENG_20080417.0678.LDC2009T13_4923_4930,lee,samsung,per:LOCATION_of_birth,f
XIN_ENG_20080303.0379.LDC2009T13,8871,XIN_ENG_20080303.0379.LDC2009T13_1381_1392,XIN_ENG_20080303.0379.LDC2009T13_1371_1380,hugo chavez,president,per:other_family,f
APW_ENG_20070910.1469.LDC2009T13,147331,APW_ENG_20070910.1469.LDC2009T13_802_816,APW_ENG_20070910.1469.LDC2009T13_792_801,george w. bush,president,per:LOCATION_of_death,f
eng-WL-11-174584-12960400,245616,eng-WL-11-174584-12960400_169_174,eng-WL-11-174584-12960400_179_184,jason,molly,per:children,f
AFP_ENG_20080408.0512.LDC2009T13,254281,AFP_ENG_20080408.0512.LDC2009T13_2317_2329,AFP_ENG_20080408.0512.LDC2009T13_2307_2316,hamid karzai,president,per:employee_or_member_of,f
LTW_ENG_20070310.0115.LDC2009T13,53029,LTW_ENG_20070310.0115.LDC2009T13_270_281,LTW_ENG_20070310.0115.LDC2009T13_302_311,hugo chavez,president,per:LOCATION_of_residence,f
APW_ENG_20071211.1546.LDC2009T13,59678,APW_ENG_20071211.1546.LDC2009T13_3561_3576,APW_ENG_20071211.1546.LDC2009T13_3543_3556,josef ackermann,deutsche bank,per:LOCATION_of_birth,f
NYT_ENG_20080422.0213.LDC2009T13,305894,NYT_ENG_20080422.0213.LDC2009T13_1666_1678,NYT_ENG_20080422.0213.LDC2009T13_1603_1606,lee jae-yong,lee,per:siblings,f
LTW_ENG_20071022.0033.LDC2009T13,88054,LTW_ENG_20071022.0033.LDC2009T13_367_386,LTW_ENG_20071022.0033.LDC2009T13_357_366,mahmoud ahmadinejad,president,per:age,f
APW_ENG_20070619.1479.LDC2009T13,169611,APW_ENG_20070619.1479.LDC2009T13_285_296,APW_ENG_20070619.1479.LDC2009T13_275_284,raul castro,president,per:parents,f
APW_ENG_20070315.1712.LDC2009T13,266242,APW_ENG_20070315.1712.LDC2009T13_1864_1892,APW_ENG_20070315.1712.LDC2009T13_1935_1949,sony bmg music entertainment,bertelsmann ag,org:alternate_names,f
AFP_ENG_20070208.0768.LDC2009T13,53098,AFP_ENG_20070208.0768.LDC2009T13_504_509,AFP_ENG_20070208.0768.LDC2009T13_553_562,fidel,president,per:LOCATION_of_residence,f
AFP_ENG_20080708.0657.LDC2009T13,141137,AFP_ENG_20080708.0657.LDC2009T13_3931_3942,AFP_ENG_20080708.0657.LDC2009T13_3883_3892,hugo chavez,president,per:LOCATION_of_birth,f
XIN_ENG_20080226.0090.LDC2009T13,340779,XIN_ENG_20080226.0090.LDC2009T13_351_363,XIN_ENG_20080226.0090.LDC2009T13_315_326,fidel castro,raul castro,per:title,f
NYT_ENG_20080422.0213.LDC2009T13,306022,NYT_ENG_20080422.0213.LDC2009T13_1852_1863,NYT_ENG_20080422.0213.LDC2009T13_1958_1965,lee kun-hee,samsung,per:schools_attended,f
APW_ENG_20070317.0870.LDC2009T13,108864,APW_ENG_20070317.0870.LDC2009T13_1552_1563,APW_ENG_20070317.0870.LDC2009T13_1542_1551,hugo chavez,president,per:schools_attended,f
eng-WL-11-174595-12968208,127985,eng-WL-11-174595-12968208_9717_9731,eng-WL-11-174595-12968208_9649_9663,prince william,kate middleton,per:children,f
APW_ENG_20070910.1469.LDC2009T13,147228,APW_ENG_20070910.1469.LDC2009T13_802_816,APW_ENG_20070910.1469.LDC2009T13_792_801,george w. bush,president,per:religion,f
APW_ENG_20070912.1648.LDC2009T13,246090,APW_ENG_20070912.1648.LDC2009T13_3273_3286,APW_ENG_20070912.1648.LDC2009T13_3265_3272,vikram pandit,founder,per:LOCATION_of_residence,f
eng-WL-11-174594-12963522,26824,eng-WL-11-174594-12963522_1944_1954,eng-WL-11-174594-12963522_1921_1935,jamie lynn,britney spears,per:other_family,f
APW_ENG_20070302.0801.LDC2009T13,238975,APW_ENG_20070302.0801.LDC2009T13_4295_4309,APW_ENG_20070302.0801.LDC2009T13_4208_4217,vladimir putin,president,per:cause_of_death,f
AFP_ENG_20081228.0244.LDC2009T13,340865,AFP_ENG_20081228.0244.LDC2009T13_554_565,AFP_ENG_20081228.0244.LDC2009T13_544_553,raul castro,president,per:date_of_death,f
AFP_ENG_20071111.0030.LDC2009T13,68432,AFP_ENG_20071111.0030.LDC2009T13_4237_4250,AFP_ENG_20071111.0030.LDC2009T13_4281_4290,rafael correa,president,per:spouse,f
NYT_ENG_20080224.0133.LDC2009T13,245612,NYT_ENG_20080224.0133.LDC2009T13_271_282,NYT_ENG_20080224.0133.LDC2009T13_314_323,raul castro,president,per:cause_of_death,f
XIN_ENG_20080304.0475.LDC2009T13,115467,XIN_ENG_20080304.0475.LDC2009T13_1622_1635,XIN_ENG_20080304.0475.LDC2009T13_1612_1621,rafael correa,president,per:employee_or_member_of,f
eng-WL-11-174595-12968344,174806,eng-WL-11-174595-12968344_2186_2200,eng-WL-11-174595-12968344_2205_2220,britney spears,kevin federline,per:parents,f
NYT_ENG_20071012.0064.LDC2009T13,47166,NYT_ENG_20071012.0064.LDC2009T13_4032_4047,NYT_ENG_20071012.0064.LDC2009T13_4022_4031,john f. kennedy,president,per:employee_or_member_of,f
AFP_ENG_20070612.0483.LDC2009T13,141239,AFP_ENG_20070612.0483.LDC2009T13_746_757,AFP_ENG_20070612.0483.LDC2009T13_736_745,evo morales,president,per:LOCATION_of_death,f
XIN_ENG_20080303.0379.LDC2009T13,9373,XIN_ENG_20080303.0379.LDC2009T13_1273_1286,XIN_ENG_20080303.0379.LDC2009T13_1371_1380,rafael correa,president,per:children,f
eng-NG-31-151741-10662777,153930,eng-NG-31-151741-10662777_5916_5931,eng-NG-31-151741-10662777_5933_5942,william j. shaw,president,per:children,f
APW_ENG_20071012.0355.LDC2009T13,115490,APW_ENG_20071012.0355.LDC2009T13_1736_1740,APW_ENG_20071012.0355.LDC2009T13_1679_1690,citi,old lane lp,org:alternate_names,f
APW_ENG_20080217.0824.LDC2009T13,59527,APW_ENG_20080217.0824.LDC2009T13_220_231,APW_ENG_20080217.0824.LDC2009T13_210_219,hugo chavez,president,per:cause_of_death,f
eng-WL-11-174611-12980918,191139,eng-WL-11-174611-12980918_1031_1044,eng-WL-11-174611-12980918_1022_1030,deval patrick,governor,per:schools_attended,f
APW_ENG_20080207.0141.LDC2009T13,147153,APW_ENG_20080207.0141.LDC2009T13_2498_2510,APW_ENG_20080207.0141.LDC2009T13_2523_2534,ellen pompeo,chris ivery,per:parents,f
APW_ENG_20080904.0306.LDC2009T13,115596,APW_ENG_20080904.0306.LDC2009T13_650_673,APW_ENG_20080904.0306.LDC2009T13_640_649,jose eduardo dos santos,president,per:cause_of_death,f
AFP_ENG_20080724.0085.LDC2009T13,147337,AFP_ENG_20080724.0085.LDC2009T13_922_933,AFP_ENG_20080724.0085.LDC2009T13_1019_1028,raul castro,president,per:spouse,f
NYT_ENG_20081211.0218.LDC2009T13,174748,NYT_ENG_20081211.0218.LDC2009T13_7670_7686,NYT_ENG_20081211.0218.LDC2009T13_7701_7720,nasdaq omx group,nasdaq stock market,org:member_of,f
APW_ENG_20071012.0355.LDC2009T13,115641,APW_ENG_20071012.0355.LDC2009T13_1453_1467,APW_ENG_20071012.0355.LDC2009T13_1426_1435,charles prince,citigroup,per:origin,f
AFP_ENG_20080106.0023.LDC2009T13,36442,AFP_ENG_20080106.0023.LDC2009T13_908_919,AFP_ENG_20080106.0023.LDC2009T13_935_944,hugo chavez,president,per:LOCATION_of_death,f
eng-WL-110-174612-12992170,161275,eng-WL-110-174612-12992170_1145_1159,eng-WL-110-174612-12992170_1174_1187,jermaine dupri,janet jackson,per:other_family,f
AFP_ENG_20081116.0433.LDC2009T13,229902,AFP_ENG_20081116.0433.LDC2009T13_1126_1140,AFP_ENG_20081116.0433.LDC2009T13_1116_1125,george w. bush,president,per:parents,f
AFP_ENG_20070726.0224.LDC2009T13,108838,AFP_ENG_20070726.0224.LDC2009T13_487_498,AFP_ENG_20070726.0224.LDC2009T13_477_486,raul castro,president,per:age,f
APW_ENG_20071019.1076.LDC2009T13,75715,APW_ENG_20071019.1076.LDC2009T13_452_463,APW_ENG_20071019.1076.LDC2009T13_442_451,hugo chavez,president,per:employee_or_member_of,f
AFP_ENG_20071226.0114.LDC2009T13,278403,AFP_ENG_20071226.0114.LDC2009T13_255_266,AFP_ENG_20071226.0114.LDC2009T13_245_254,hugo chavez,president,per:siblings,f
eng-WL-11-174595-12968493,47473,eng-WL-11-174595-12968493_7633_7644,eng-WL-11-174595-12968493_7615_7628,joel madden,nicole richie,per:title,f
APW_ENG_20071219.1088.LDC2009T13,238950,APW_ENG_20071219.1088.LDC2009T13_1527_1539,APW_ENG_20071219.1088.LDC2009T13_1485_1499,lynne spears,britney spears,per:title,f
AFP_ENG_20071204.0232.LDC2009T13,47438,AFP_ENG_20071204.0232.LDC2009T13_246_260,AFP_ENG_20071204.0232.LDC2009T13_347_356,george w. bush,president,per:LOCATION_of_birth,f
APW_ENG_20070305.0137.LDC2009T13,127799,APW_ENG_20070305.0137.LDC2009T13_2930_2944,APW_ENG_20070305.0137.LDC2009T13_2920_2929,george w. bush,president,per:children,f
AFP_ENG_20071021.0019.LDC2009T13,260997,AFP_ENG_20071021.0019.LDC2009T13_3148_3162,AFP_ENG_20071021.0019.LDC2009T13_3138_3147,george w. bush,president,per:date_of_death,f
APW_ENG_20080818.0253.LDC2009T13,88062,APW_ENG_20080818.0253.LDC2009T13_314_329,APW_ENG_20080818.0253.LDC2009T13_334_349,ellen degeneres,portia de rossi,per:title,f
eng-WL-11-174572-12948080,161027,eng-WL-11-174572-12948080_762_767,eng-WL-11-174572-12948080_712_717,heidi,holly,per:children,f
AFP_ENG_20080302.0171.LDC2009T13,121673,AFP_ENG_20080302.0171.LDC2009T13_254_265,AFP_ENG_20080302.0171.LDC2009T13_244_253,hugo chavez,president,per:age,f
APW_ENG_20070910.1469.LDC2009T13,147119,APW_ENG_20070910.1469.LDC2009T13_802_816,APW_ENG_20070910.1469.LDC2009T13_792_801,george w. bush,president,per:date_of_birth,f
NYT_ENG_20071119.0253.LDC2009T13,326161,NYT_ENG_20071119.0253.LDC2009T13_1477_1480,NYT_ENG_20071119.0253.LDC2009T13_1560_1567,lee,samsung,per:title,f
eng-WL-11-174595-12968282,260748,eng-WL-11-174595-12968282_12467_12484,eng-WL-11-174595-12968282_12423_12432,maddox jolie-pitt,brad pitt,per:title,f
eng-WL-11-174595-12967490,297424,eng-WL-11-174595-12967490_2007_2019,eng-WL-11-174595-12967490_1962_1972,lynne spears,jamie lynn,per:parents,f
APW_ENG_20080214.0681.LDC2009T13,185437,APW_ENG_20080214.0681.LDC2009T13_579_598,APW_ENG_20080214.0681.LDC2009T13_602_607,samsung electronics,suwon,org:shareholders,f
AFP_ENG_20080801.0597.LDC2009T13,266152,AFP_ENG_20080801.0597.LDC2009T13_2330_2341,AFP_ENG_20080801.0597.LDC2009T13_2373_2382,raul castro,president,per:spouse,f
APW_ENG_20070125.0254.LDC2009T13,340741,APW_ENG_20070125.0254.LDC2009T13_6610_6615,APW_ENG_20070125.0254.LDC2009T13_6572_6583,fidel,raul castro,per:title,f
AFP_ENG_20070612.0479.LDC2009T13,222315,AFP_ENG_20070612.0479.LDC2009T13_246_257,AFP_ENG_20070612.0479.LDC2009T13_236_245,hugo chavez,president,per:LOCATION_of_death,f
APW_ENG_20070619.1479.LDC2009T13,169554,APW_ENG_20070619.1479.LDC2009T13_285_296,APW_ENG_20070619.1479.LDC2009T13_275_284,raul castro,president,per:date_of_death,f
AFP_ENG_20070729.0323.LDC2009T13,75680,AFP_ENG_20070729.0323.LDC2009T13_1097_1108,AFP_ENG_20070729.0323.LDC2009T13_1210_1219,raul castro,president,per:children,f
LTW_ENG_20071009.0046.LDC2009T13,127982,LTW_ENG_20071009.0046.LDC2009T13_7184_7202,LTW_ENG_20071009.0046.LDC2009T13_7131_7140,mattachine society,harry hay,org:shareholders,f
eng-WL-11-174598-12964778,191296,eng-WL-11-174598-12964778_7336_7348,eng-WL-11-174598-12964778_7326_7335,bill clinton,president,per:origin,f
APW_ENG_20071108.1317.LDC2009T13,121649,APW_ENG_20071108.1317.LDC2009T13_1067_1083,APW_ENG_20071108.1317.LDC2009T13_1057_1066,pervez musharraf,president,per:children,f
XIN_ENG_20070429.0039.LDC2009T13,88252,XIN_ENG_20070429.0039.LDC2009T13_1049_1068,XIN_ENG_20070429.0039.LDC2009T13_1188_1202,un security council,united nations,org:alternate_names,f
eng-WL-11-174595-12967831,331873,eng-WL-11-174595-12967831_4213_4217,eng-WL-11-174595-12967831_4302_4309,nick,vanessa,per:siblings,f
AFP_ENG_20080920.0204.LDC2009T13,341166,AFP_ENG_20080920.0204.LDC2009T13_504_518,AFP_ENG_20080920.0204.LDC2009T13_494_503,george w. bush,president,per:other_family,f
APW_ENG_20080714.0136.LDC2009T13,115503,APW_ENG_20080714.0136.LDC2009T13_2858_2870,APW_ENG_20080714.0136.LDC2009T13_2848_2857,bill clinton,president,per:religion,f
AFP_ENG_20080519.0135.LDC2009T13,254085,AFP_ENG_20080519.0135.LDC2009T13_2110_2121,AFP_ENG_20080519.0135.LDC2009T13_2187_2199,raul castro,fidel castro,per:parents,f
CNA_ENG_20071102.0005.LDC2009T13,311223,CNA_ENG_20071102.0005.LDC2009T13_463_476,CNA_ENG_20071102.0005.LDC2009T13_487_496,james k. polk,president,per:origin,f
APW_ENG_20071019.1076.LDC2009T13,76096,APW_ENG_20071019.1076.LDC2009T13_452_463,APW_ENG_20071019.1076.LDC2009T13_442_451,hugo chavez,president,per:date_of_death,f
eng-WL-11-174584-12964217,340927,eng-WL-11-174584-12964217_1145_1158,eng-WL-11-174584-12964217_1118_1131,molly malaney,jason mesnick,per:title,f
eng-NG-31-102460-11644893,153937,eng-NG-31-102460-11644893_1765_1779,eng-NG-31-102460-11644893_1755_1764,jalal talabani,president,per:date_of_birth,f
XIN_ENG_20071115.0188.LDC2009T13,209933,XIN_ENG_20071115.0188.LDC2009T13_581_590,XIN_ENG_20071115.0188.LDC2009T13_655_664,hu jintao,president,per:parents,f
APW_ENG_20071126.1239.LDC2009T13,285244,APW_ENG_20071126.1239.LDC2009T13_1901_1913,APW_ENG_20071126.1239.LDC2009T13_1891_1900,roh moo-hyun,president,per:parents,f
eng-WL-11-174595-12967831,331744,eng-WL-11-174595-12967831_446_461,eng-WL-11-174595-12967831_303_317,kevin federline,britney spears,per:title,f
NYT_ENG_20070217.0023.LDC2009T13,222287,NYT_ENG_20070217.0023.LDC2009T13_2369_2382,NYT_ENG_20070217.0023.LDC2009T13_2325_2334,simon bolivar,president,per:parents,f
NYT_ENG_20071001.0094.LDC2009T13,266215,NYT_ENG_20071001.0094.LDC2009T13_10806_10810,NYT_ENG_20071001.0094.LDC2009T13_10815_10818,mitt,ann,per:other_family,f
NYT_ENG_20070225.0179.LDC2009T13,273095,NYT_ENG_20070225.0179.LDC2009T13_2059_2072,NYT_ENG_20070225.0179.LDC2009T13_1983_1994,michael buble,emily blunt,per:other_family,f
APW_ENG_20070705.0431.LDC2009T13,289402,APW_ENG_20070705.0431.LDC2009T13_1504_1518,APW_ENG_20070705.0431.LDC2009T13_1494_1503,vladimir putin,president,per:LOCATION_of_residence,f
NYT_ENG_20071211.0220.LDC2009T13,88227,NYT_ENG_20071211.0220.LDC2009T13_4321_4336,NYT_ENG_20071211.0220.LDC2009T13_4306_4315,michael a. neal,president,per:origin,f
APW_ENG_20070405.1401.LDC2009T13,59905,APW_ENG_20070405.1401.LDC2009T13_2766_2779,APW_ENG_20070405.1401.LDC2009T13_2756_2765,rafael correa,president,per:cause_of_death,f
APW_ENG_20070217.0243.LDC2009T13,311114,APW_ENG_20070217.0243.LDC2009T13_4401_4412,APW_ENG_20070217.0243.LDC2009T13_4391_4400,hugo chavez,president,per:LOCATION_of_death,f
NYT_ENG_20080304.0099.LDC2009T13,245584,NYT_ENG_20080304.0099.LDC2009T13_1351_1363,NYT_ENG_20080304.0099.LDC2009T13_1341_1350,alvaro uribe,president,per:LOCATION_of_birth,f
eng-WL-11-174611-12980606,147311,eng-WL-11-174611-12980606_1182_1197,eng-WL-11-174611-12980606_1220_1235,ellen degeneres,portia de rossi,per:other_family,f
XIN_ENG_20071230.0008.LDC2009T13,204004,XIN_ENG_20071230.0008.LDC2009T13_631_643,XIN_ENG_20071230.0008.LDC2009T13_621_630,fidel castro,president,per:age,f
eng-WL-11-174595-12968424,9276,eng-WL-11-174595-12968424_11873_11876,eng-WL-11-174595-12968424_11885_11897,tom,katie holmes,per:parents,f
XIN_ENG_20070218.0197.LDC2009T13,8778,XIN_ENG_20070218.0197.LDC2009T13_547_558,XIN_ENG_20070218.0197.LDC2009T13_537_546,raul castro,president,per:LOCATION_of_residence,f
XIN_ENG_20080226.0090.LDC2009T13,340873,XIN_ENG_20080226.0090.LDC2009T13_1217_1228,XIN_ENG_20080226.0090.LDC2009T13_1254_1263,raul castro,president,per:age,f
APW_ENG_20080709.0778.LDC2009T13,32542,APW_ENG_20080709.0778.LDC2009T13_1790_1797,APW_ENG_20080709.0778.LDC2009T13_1753_1765,britney,lynne spears,per:spouse,f
AFP_ENG_20080302.0171.LDC2009T13,121760,AFP_ENG_20080302.0171.LDC2009T13_254_265,AFP_ENG_20080302.0171.LDC2009T13_244_253,hugo chavez,president,per:cause_of_death,f
eng-WL-11-174595-12968423,36349,eng-WL-11-174595-12968423_12410_12417,eng-WL-11-174595-12968423_12400_12405,spencer,heidi,per:title,f
AFP_ENG_20080523.0199.LDC2009T13,340734,AFP_ENG_20080523.0199.LDC2009T13_405_420,AFP_ENG_20080523.0199.LDC2009T13_395_404,nicolas sarkozy,president,per:date_of_death,f
NYT_ENG_20080422.0213.LDC2009T13,305875,NYT_ENG_20080422.0213.LDC2009T13_1077_1080,NYT_ENG_20080422.0213.LDC2009T13_908_915,lee,samsung,per:origin,f
AFP_ENG_20070612.0483.LDC2009T13,141219,AFP_ENG_20070612.0483.LDC2009T13_358_370,AFP_ENG_20070612.0483.LDC2009T13_228_237,fidel castro,president,per:parents,f
AFP_ENG_20080307.0148.LDC2009T13,8787,AFP_ENG_20080307.0148.LDC2009T13_2613_2626,AFP_ENG_20080307.0148.LDC2009T13_2602_2611,daniel ortega,president,per:schools_attended,f
AFP_ENG_20070109.0040.LDC2009T13,32501,AFP_ENG_20070109.0040.LDC2009T13_748_759,AFP_ENG_20070109.0040.LDC2009T13_738_747,hugo chavez,president,per:age,f
LTW_ENG_20070710.0106.LDC2009T13,88616,LTW_ENG_20070710.0106.LDC2009T13_2177_2188,LTW_ENG_20070710.0106.LDC2009T13_2233_2255,julian bond,university of virginia,per:LOCATION_of_residence,f
LTW_ENG_20080722.0100.LDC2009T13,191553,LTW_ENG_20080722.0100.LDC2009T13_3281_3289,LTW_ENG_20080722.0100.LDC2009T13_3297_3305,al smith,governor,per:cause_of_death,f
APW_ENG_20070317.0870.LDC2009T13,108981,APW_ENG_20070317.0870.LDC2009T13_1158_1168,APW_ENG_20070317.0870.LDC2009T13_1131_1140,bill gates,president,per:origin,f
AFP_ENG_20081005.0084.LDC2009T13,147103,AFP_ENG_20081005.0084.LDC2009T13_1883_1896,AFP_ENG_20081005.0084.LDC2009T13_1873_1882,rafael correa,president,per:children,f
AFP_ENG_20070315.0103.LDC2009T13,160955,AFP_ENG_20070315.0103.LDC2009T13_3278_3288,AFP_ENG_20070315.0103.LDC2009T13_3293_3306,tom cruise,nicole kidman,per:siblings,f
NYT_ENG_20070414.0032.LDC2009T13,217619,NYT_ENG_20070414.0032.LDC2009T13_3453_3464,NYT_ENG_20070414.0032.LDC2009T13_3475_3489,john havens,morgan stanley,per:LOCATION_of_residence,f
APW_ENG_20081224.0787.LDC2009T13,36434,APW_ENG_20081224.0787.LDC2009T13_2575_2586,APW_ENG_20081224.0787.LDC2009T13_2538_2550,mario cuomo,andrew cuomo,per:title,f
CNA_ENG_20071102.0005.LDC2009T13,311236,CNA_ENG_20071102.0005.LDC2009T13_2573_2584,CNA_ENG_20071102.0005.LDC2009T13_2604_2613,gerald ford,president,per:origin,f
eng-WL-11-174598-12964778,191408,eng-WL-11-174598-12964778_7572_7587,eng-WL-11-174598-12964778_7442_7446,hillary clinton,bill,per:siblings,f
